# Generated by scripts/gen-oui.py from the IEEE MA-L registry. Do not edit.
# prefix,vendor
78BAF9,Cisco
78BC1A,Cisco
78BDBC,Samsung
78C1A7,ZTE
78C213,Sagemcom
78C3E9,Samsung
78C57D,Zyxel
78C5E5,TI
78C5F8,Huawei
78C881,Sony
78CA04,Nokia
78CA39,Apple
78CF2F,Huawei
78CFF9,Huawei
78D162,Apple
78D294,Netgear
78D347,Ericsson
78D6B2,Toshiba
78D6DC,Motorola
78D6F0,Samsung
78D71A,Ciena
78D752,Huawei
78D75F,Apple
78D840,Xiaomi
78DA6E,Cisco
78DB2F,TI
78DD08,Foxconn
78DD33,Huawei
78DEE4,TI
78E103,Amazon
78E22C,Huawei
78E36D,Espressif
78E3B5,HP
78E3DE,Apple
78E400,Foxconn
78E7D1,HP
78E8B6,ZTE
78EB46,Huawei
78F09B,Huawei
78F1C6,Cisco
78F235,Amlogic
78F238,Samsung
78F29E,Pegatron
78F557,Huawei
78F5FD,Huawei
78F7BE,Samsung
78F882,LG
78F9B4,Nokia
78FBD8,Apple
78FD94,Apple
78FE3D,Juniper
78FF57,Intel
7C004D,Huawei
7C010A,TI
7C0191,Apple
7C034C,Sagemcom
7C035E,Xiaomi
7C03AB,Xiaomi
7C03D8,Sagemcom
7C04D0,Apple
7C0507,Pegatron
7C0A3F,Samsung
7C0BC6,Samsung
7C0ECE,Cisco
7C10C9,ASUSTek
7C11BE,Apple
7C11CB,Huawei
7C1689,Sagemcom
7C1AC0,Huawei
7C1B93,Huawei
7C1C4E,LG
7C1C68,Samsung
7C1CF1,Huawei
7C1DD9,Xiaomi
7C1E52,Microsoft
7C210D,Cisco
7C210E,Cisco
7C214A,Intel
7C2302,Samsung
7C2499,Apple
7C2586,Juniper
7C2634,Arris
7C2664,Sagemcom
7C296F,Apple
7C2A31,Intel
7C2ACA,Apple
7C2ADB,Xiaomi
7C2EBD,Google
7C2EDD,Samsung
7C310E,Cisco
7C33F9,Huawei
7C3866,TI
7C38AD,Samsung
7C3953,ZTE
7C3985,Huawei
7C3D2B,Huawei
7C3E74,Huawei
7C41A2,Nokia
7C4685,Motorola
7C49EB,Xiaomi
7C5049,Apple
7C5079,Intel
7C573C,Aruba
7C5A1C,Sophos
7C5CF8,Intel
7C6097,Huawei
7C6166,Amazon
7C6193,HTC
7C6305,Amazon
7C6456,Samsung
7C669A,Huawei
7C669D,TI
7C66EF,Foxconn
7C67A2,Intel
7C67AB,Roku
7C69F6,Cisco
7C6D62,Apple
7C6DF8,Apple
7C70DB,Intel
7C726E,Ericsson
7C73EB,Huawei
7C7635,Intel
7C7668,Huawei
7C7716,Zyxel
7C787E,Samsung
7C78B2,Wyze
7C7A91,Intel
7C7D3D,Huawei
7C8530,Nokia
7C87CE,Espressif
7C8956,Samsung
7C89C1,Palo Alto
7C8AE1,Compal
7C8BB5,Samsung
7C8BCA,TP-Link
7C8EE4,TI
7C9122,Samsung
7C942A,Huawei
7C94B2,Philips
7C95B1,Extreme
7C95F3,Cisco
7C97E1,Huawei
7C9A1D,Apple
7C9A54,Technicolor
7C9EBD,Espressif
7CA177,Huawei
7CA1AE,Apple
7CA23E,Huawei
7CA449,Xiaomi
7CA62A,HP
7CAB60,Apple
7CAD4F,Cisco
7CAD74,Cisco
7CB0C2,Intel
7CB15D,Huawei
7CB21B,Cisco
7CB27D,Intel
7CB566,Intel
7CB59B,TP-Link
7CB733,Askey
7CBB8A,Nintendo
7CBFB1,Arris
7CC180,Apple
7CC225,Samsung
7CC255,Supermicro
7CC2C6,TP-Link
7CC385,Huawei
7CC3A1,Apple
7CC537,Apple
7CC95A,Dell
7CCCB8,Intel
7CD1C3,Apple
7CD566,Amazon
7CD661,Xiaomi
7CD95C,Google
7CD9A0,Huawei
7CDB98,Askey
7CDFA1,Espressif
7CE2CA,Juniper
7CE87F,Sagemcom
7CE9D3,Foxconn
7CEC79,TI
7CECB1,Apple
7CED8D,Microsoft
7CF05F,Apple
7CF31B,LG
7CF666,Tuya
7CF854,Samsung
7CF880,Cisco
7CF90E,Samsung
7CFADF,Apple
7CFC16,Apple
7CFD6B,Xiaomi
7CFE90,Mellanox
7CFF4D,AVM
80000B,Intel
800010,AT&T
80006E,Apple
800184,HTC
800384,Ruckus
80045F,Apple
800C67,Apple
800CF9,Amazon
801382,Huawei
801844,Dell
8018A7,Samsung
801934,Intel
801970,Samsung
801F02,Edimax
801F12,Microchip
8020DA,Sagemcom
8020FD,Samsung
8022A7,NEC
80248F,Cisco
802689,D-Link
80276C,Cisco
802994,Technicolor
802AA8,Ubiquiti
802BF9,Foxconn
802DBF,Cisco
803049,Liteon
8030DC,TI
8030E0,HP
8031F0,Samsung
803253,Intel
803428,Microchip
8035C1,Xiaomi
803773,Netgear
803896,Sharp
8038BC,Huawei
8038FB,Intel
80398C,Samsung
803A59,AT&T
803C20,Huawei
804126,Huawei
8045DD,Intel
804786,Samsung
804971,Apple
804A14,Apple
804B50,Silicon Labs
804E70,Samsung
804E81,Samsung
80501B,Nokia
80549C,Samsung
8054D9,Huawei
8054E3,Apple
8056F2,Foxconn
805719,Samsung
8058F8,Motorola
805A04,LG
805B65,LG
805E0C,Yealink
805EC0,Yealink
805FC5,Apple
806036,Huawei
80646F,Espressif
80656D,Samsung
80657C,Apple
80691A,Belkin
806933,Huawei
806A00,Cisco
806C1B,Motorola
806D71,Amazon
806F1C,Huawei
806FB0,TI
80711F,Juniper
80717A,Huawei
807264,Huawei
80739F,Kyocera
807871,Askey
807ABF,HTC
807B3E,Samsung
807D14,Huawei
807D3A,Espressif
807FF8,Juniper
808223,Apple
8086D9,Samsung
8086F2,Intel
808917,TP-Link
808ABD,Samsung
808AF7,Nanoleaf
808DB7,HP
808F1D,TP-Link
809133,AzureWave
80929F,Apple
809621,Lenovo
8096B1,Arris
8096CA,Foxconn
809B20,Intel
809FF5,Samsung
80A589,AzureWave
80ACAC,Juniper
80AD16,Xiaomi
80B03D,Apple
80B07B,ZTE
80B234,Technicolor
80B575,Huawei
80B655,Intel
80B686,Huawei
80B97A,eero
80BC37,Ruckus
80BE05,Apple
80BEAF,Hikvision
80C16E,HP
80C5E6,Microsoft
80C5F2,AzureWave
80C6AB,Technicolor
80C755,Panasonic
80CC12,Huawei
80CC9C,Netgear
80CE62,HP
80CEB9,Samsung
80CF41,Lenovo
80CFA2,Huawei
80D04A,Technicolor
80D09B,Huawei
80D21D,AzureWave
80D2E5,Nintendo
80D4A5,Huawei
80D605,Apple
80DA13,eero
80DAC2,Technicolor
80DB17,Juniper
80E01D,Cisco
80E1BF,Huawei
80E540,Arris
80E650,Apple
80E82C,HP
80E86F,Cisco
80EA07,TP-Link
80EA23,Wistron Neweb
80EA96,Apple
80EB77,Wistron
80ED2C,Apple
80F503,Arris
80F5B5,TI
80FB06,Huawei
84002D,Pegatron
8400D2,Sony
840283,Humax
840328,Juniper
840B2D,Samsung
840B7C,Hitron
840D8E,Espressif
84100D,Motorola
84119E,Samsung
84139F,ZTE
84144D,Intel
8415D3,Huawei
84160C,Broadcom
8416F9,TP-Link
8417EF,Technicolor
84183A,Ruckus
841888,Juniper
841B5E,Netgear
841B77,Intel
841C70,ZTE
841EA3,Sagemcom
8421F1,Huawei
842289,Samsung
842388,Ruckus
84248D,Zebra
842519,Samsung
8425DB,Samsung
84262B,Nokia
842999,Apple
842AFD,HP
842B2B,Dell
842E14,Silicon Labs
842E27,Samsung
843095,Foxconn
843497,HP
8437D5,Samsung
843835,Apple
843838,Samsung
843A4B,Intel
843DC6,Cisco
843E92,Huawei
844167,Apple
8446FE,Huawei
844765,Huawei
844BF5,Foxconn
845181,Samsung
8454DF,Huawei
8455A5,Samsung
845733,Microsoft
845B12,Huawei
845CF3,Intel
845F04,Samsung
8461A0,Arris
8463D6,Microsoft
84683E,Intel
846878,Apple
8468C8,Totolink
846991,Nokia
846993,HP
8470D7,eero
847127,Silicon Labs
84716A,Huawei
84742A,ZTE
847460,ZTE
847637,Huawei
84788B,Apple
8478AC,Cisco
847A88,HTC
847B57,Intel
847BEB,Dell
847E40,TI
84802D,Cisco
848506,Apple
8489AD,Apple
848A8D,Cisco
848C8D,Apple
848DC7,Cisco
848DCE,Ciena
848E0C,Apple
848EDF,Sony
848F69,Dell
8493A0,Huawei
8493B2,ZTE
84948C,Hitron
8496D8,Arris
849866,Samsung
849A40,Hikvision
849FB5,Huawei
84A06E,Sagemcom
84A134,Apple
84A1D1,Sagemcom
84A423,Sagemcom
84A466,Samsung
84A6C8,Intel
84A8E4,Huawei
84A93E,HP
84A9C4,Huawei
84AB1A,Apple
84AC16,Apple
84AD58,Huawei
84AD8D,Apple
84AFEC,Buffalo
84B153,Apple
84B261,Cisco
84B4DB,Silicon Labs
84B517,Cisco
84B541,Samsung
84B59C,Juniper
84B802,Cisco
84B8B8,Motorola
84BA20,Silicon Labs
84BA3B,Canon
84BB69,Arris
84BE52,Huawei
84C0EF,Samsung
84C1C1,Juniper
84C5A6,Intel
84C692,TI
84C7EA,Sony
84C9B2,D-Link
84CC63,Huawei
84CCA8,Espressif
84D343,Calix
84D3D5,Huawei
84D412,Palo Alto
84D47E,Aruba
84D6D0,Amazon
84D81B,TP-Link
84DBA4,Huawei
84DBAC,Huawei
84DBFC,Nokia
84DD20,TI
84E058,Arris
84E342,Tuya
84E657,Sony
84E892,Actiontec
84E986,Huawei
84EAED,Roku
84EB18,TI
84EBEF,Cisco
84EF18,Intel
84F147,Cisco
84F3EB,Espressif
84F703,Espressif
84FCAC,Apple
84FCE6,Espressif
84FCFE,Apple
84FD27,Silicon Labs
84FDD1,Intel
8801F9,TI
88074B,LG
880AA3,Juniper
88108F,Huawei
881196,Huawei
88124E,Qualcomm
881544,Cisco
8815C5,Huawei
881908,Apple
881DFC,Cisco
881E5A,Apple
881FA1,Apple
88200D,Apple
882510,Aruba
882593,TP-Link
8828B3,Huawei
8828FB,Juniper
88299C,Samsung
88308A,Murata
88329B,Samsung
883314,TI
88365F,LG
8836CF,Huawei
883A30,Aruba
883D24,Google
883F4A,TI
883FD3,Huawei
884033,Huawei
88403B,Huawei
8843E1,Cisco
884477,Huawei
8844F6,Nokia
884604,Xiaomi
884AEA,TI
884D7C,Apple
8851FB,HP
8852EB,Xiaomi
88532E,Intel
885395,Apple
8853D4,Huawei
88541F,Google
8857EE,Buffalo
885A85,Wistron Neweb
885A92,Cisco
885BDD,Extreme
885DFB,ZTE
8863DF,Apple
886440,Apple
886639,Huawei
88665A,Apple
8866A5,Apple
88693D,Huawei
886B6E,Apple
886FD4,Dell
88708C,Lenovo
8871B1,Arris
8871E5,Amazon
887384,Toshiba
887556,Cisco
887598,Samsung
887873,Intel
88797E,Motorola
887E25,Extreme
8881B9,Huawei
888322,Samsung
888603,Huawei
888717,Canon
88892F,Huawei
888E68,Huawei
888FA4,Huawei
889009,Juniper
88908D,Cisco
88964E,Arris
889B39,Samsung
889CAD,Cisco
889E68,Technicolor
889F6F,Samsung
889FFA,Foxconn
88A0BE,Huawei
88A25E,Juniper
88A2D7,Huawei
88A303,Samsung
88A479,Apple
88A6C6,Sagemcom
88A9B7,Apple
88ACC0,Zyxel
88AD43,Pegatron
88ADD2,Samsung
88AE07,Apple
88AE1D,Compal
88B111,Intel
88B291,Apple
88B362,Nokia
88B4A6,Motorola
88B863,Hisense
88B945,Apple
88BCC1,Huawei
88BD45,Samsung
88BFE4,Huawei
88C08B,Apple
88C174,ZTE
88C227,Huawei
88C255,TI
88C663,Apple
88C9D0,LG
88C9E8,Sony
88CB87,Apple
88CC45,Skyworth
88CEFA,Huawei
88CF98,Huawei
88D274,ZTE
88D7F6,ASUSTek
88D82E,Intel
88D98F,Juniper
88DE7C,Askey
88DEA9,Roku
88E056,Huawei
88E0F3,Juniper
88E3AB,Huawei
88E64B,Juniper
88E87F,Apple
88E9A4,HP
88E9FE,Apple
88EF16,Arris
88F031,Cisco
88F077,Cisco
88F56E,Huawei
88F7C7,Technicolor
88F872,Huawei
88FC5D,Cisco
8C006D,Apple
8C04BA,Dell
8C04FF,Technicolor
8C09F4,Arris
8C0C87,Nokia
8C0C90,Ruckus
8C0D76,Huawei
8C0F6F,Pegatron
8C0FC9,Huawei
8C10D4,Sagemcom
8C14B4,ZTE
8C15C7,Huawei
8C1759,Intel
8C17B6,Huawei
8C1ABF,Samsung
8C1D96,Intel
8C1E80,Cisco
8C210A,TP-Link
8C2505,Huawei
8C2937,Apple
8C2DAA,Apple
8C3446,Huawei
8C34FD,Huawei
8C367A,Palo Alto
8C3AE3,LG
8C3BAD,Netgear
8C426D,Huawei
8C444F,Humax
8C4500,Murata
8C47BE,Dell
8C4962,Roku
8C497A,Extreme
8C4B14,Espressif
8C5219,Sharp
8C541D,LG
8C554A,Intel
8C5646,LG
8C56C5,Nintendo
8C579B,Wistron Neweb
8C5877,Apple
8C5973,Zyxel
8C5A25,Arris
8C5AC1,Huawei
8C5BF0,Arris
8C5EBD,Huawei
8C604F,Cisco
8C61A3,Arris
8C6422,Sony
8C64A2,OnePlus
8C683A,Huawei
8C68C8,ZTE
8C6A3B,Samsung
8C6A8D,Technicolor
8C6BDB,Huawei
8C6D77,Huawei
8C705A,Intel
8C71F8,Samsung
8C736E,Fujitsu
8C763F,Arris
8C7712,Samsung
8C7967,ZTE
8C79F5,Samsung
8C7A15,Ruckus
8C7A3D,Xiaomi
8C7AAA,Apple
8C7B9D,Apple
8C7C92,Apple
8C7CB5,Foxconn
8C7F3B,Arris
8C83DF,Nokia
8C83E1,Samsung
8C83E8,Huawei
8C8442,Cisco
8C8590,Apple
8C85C1,Aruba
8C861E,Apple
8C89A5,MSI
8C8B83,TI
8C8D28,Intel
8C8EF2,Apple
8C8FE9,Apple
8C90D3,Nokia
8C941F,Cisco
8C986B,Apple
8CA6DF,TP-Link
8CA982,Intel
8CAAB5,Espressif
8CAACE,Xiaomi
8CB0E9,Samsung
8CB64F,Cisco
8CB84A,Samsung
8CB87E,Intel
8CBEBE,Xiaomi
8CBFA6,Samsung
8CC121,Panasonic
8CC5B4,Sagemcom
8CC681,Intel
8CC8CD,Samsung
8CCBDF,Foxconn
8CCDE8,Nintendo
8CCE4E,Espressif
8CCF09,Dell
8CD9D6,Xiaomi
8CDC02,ZTE
8CDCD4,HP
8CDEE6,Samsung
8CDF9D,NEC
8CE081,ZTE
8CE117,ZTE
8CE5C0,Samsung
8CE5EF,Huawei
8CE748,Hikvision
8CEA48,Samsung
8CEBC6,Huawei
8CEC4B,Dell
8CEC7B,Apple
8CF112,Motorola
8CF5A3,Samsung
8CF681,Silicon Labs
8CF773,Nokia
8CF8C5,Intel
8CFABA,Apple
8CFADD,Huawei
8CFD18,Huawei
8CFDDE,Sagemcom
8CFDF0,Qualcomm
8CFE57,Apple
8CFE74,Ruckus
90004E,Foxconn
9000DB,Samsung
900117,Huawei
90013B,Sagemcom
900325,Huawei
900628,Samsung
9009D0,Synology
9009DF,Intel
900A84,Mellanox
900CC8,Google
900DCB,Arris
901195,Amazon
9016BA,Huawei
90173F,Huawei
9017AC,Huawei
9017C8,Huawei
90187C,Samsung
901ACA,Arris
901B0E,Fujitsu
901D27,ZTE
9020C2,Aruba
902155,HTC
90235B,Amazon
9025F2,Huawei
9027E4,Apple
902B34,Gigabyte
902BD2,Huawei
902E1C,Intel
90324B,Foxconn
9034FC,Foxconn
9035EA,Silicon Labs
903809,Ericsson
90380C,Espressif
90395E,Silicon Labs
903A72,Ruckus
903AA0,Nokia
903C92,Apple
903EAB,Arris
903FEA,Huawei
904846,TI
90486C,Ring
90489A,Foxconn
9049FA,Intel
904C81,HP
904CE5,Foxconn
904D4A,Sagemcom
904E2B,Huawei
9050CA,Hitron
9055AE,Ericsson
905851,Technicolor
9059AF,TI
905C44,Compal
905E44,Huawei
9060F1,Apple
9061AE,Intel
90633B,Samsung
906584,Intel
90671C,Huawei
9068C3,Motorola
906AEB,Microsoft
906CAC,Fortinet
906EBB,Foxconn
907065,TI
907240,Apple
907282,Sagemcom
90735A,Motorola
9075BC,Nokia
9077EE,Cisco
907841,Intel
9078B2,Xiaomi
9079CF,ZTE
907BC6,TI
90808F,Huawei
90812A,Apple
908158,Apple
908175,Samsung
90840D,Apple
90869B,ZTE
908C43,Apple
908D6C,Apple
908D6E,Dell
908D78,D-Link
90935A,Arris
909497,Huawei
9094E4,D-Link
9096F3,Buffalo
9097D5,Espressif
9097F3,Samsung
909838,Huawei
909A4A,TP-Link
909A77,TI
909C4A,Apple
909D7D,Arris
90A25B,Apple
90A4DE,Wistron Neweb
90A5AF,Huawei
90A822,Amazon
90AAC3,Hitron
90AE1B,TP-Link
90B0ED,Apple
90B11C,Dell
90B134,Arris
90B144,Samsung
90B21F,Apple
90B622,Samsung
90B686,Murata
90B832,Extreme
90B931,Apple
90C115,Sony
90C119,Nokia
90C1C6,Apple
90C792,Arris
90C7D8,ZTE
90CAFA,Google
90CCDF,Intel
90CDB6,Foxconn
90CF15,Nokia
90D7EB,TI
90D8F3,ZTE
90DD5D,Apple
90E17B,Apple
90E202,TI
90E2BA,Intel
90E6BA,ASUSTek
90E7C4,HTC
90E868,AzureWave
90EEC7,Samsung
90EF68,Zyxel
90F157,Garmin
90F1AA,Samsung
90F305,Humax
90F644,Huawei
90F652,TP-Link
90F82E,Amazon
90F970,Huawei
90F9B7,Huawei
90FBA6,Foxconn
90FD61,Apple
90FD73,ZTE
90FD9F,Silicon Labs
940070,Nokia
9400B0,Huawei
9401C2,Samsung
94049C,Huawei
940853,Liteon
9408C7,Huawei
940937,Humax
940B19,Huawei
940C6D,TP-Link
940C98,Apple
940E6B,Huawei
94103E,Belkin
941625,Apple
941700,Xiaomi
941865,Netgear
941882,HP
941C56,Actiontec
942053,Nokia
942533,Huawei
94286F,ZTE
942A6F,Ubiquiti
942CB3,Humax
942DDC,Samsung
943469,Silicon Labs
94350A,Samsung
9437F7,Huawei
9439E5,Foxconn
943A91,Amazon
943AF0,Nokia
943C96,Sagemcom
943CC6,Espressif
943FC2,HP
9440C9,HP
94434D,Ciena
944444,LG
944452,Belkin
944A0C,Sercomm
944E5B,Ubee
945103,Samsung
945244,Samsung
945330,Foxconn
945641,Palo Alto
9457A5,HP
9458CB,Nintendo
945AFC,Amazon
945C9A,Apple
946010,Huawei
9460D5,Aruba
946269,Arris
9463D1,Samsung
946424,Aruba
94652D,OnePlus
94659C,Intel
946A77,Technicolor
946DAE,Mellanox
9476B7,Samsung
94772B,Huawei
947BE7,Samsung
9483C4,GL.iNet
94877C,Arris
9487E0,Xiaomi
948854,TI
948BC1,Samsung
948FCF,Arris
948FEE,Verizon
949010,Huawei
94917F,Askey
949426,Apple
94944A,Particle
9495A0,Google
949869,ZTE
949AA9,Microsoft
949B2C,Extreme
949D57,Panasonic
949F3E,Sonos
94A07D,Huawei
94A4F9,Huawei
94A67E,Netgear
94A7B7,ZTE
94A9A8,TI
94ABFE,Nokia
94AD23,Apple
94AEF0,Cisco
94B01F,Apple
94B10A,Samsung
94B271,Huawei
94B34F,Ruckus
94B40F,Aruba
94B555,Espressif
94B819,Nokia
94B86D,Intel
94B97E,Espressif
94BE46,Motorola
94BF2D,Apple
94BF80,ZTE
94BF94,Juniper
94BFC4,Ruckus
94CA0F,Honeywell
94CCB9,Arris
94CE2C,Sony
94D00D,Huawei
94D2BC,Huawei
94D331,Xiaomi
94D469,Cisco
94D54D,Huawei
94D771,Samsung
94D9B3,TP-Link
94DB56,Sony
94DBC9,AzureWave
94DBDA,Huawei
94DE80,Gigabyte
94DEB8,Silicon Labs
94DF4E,Wistron
94E129,Samsung
94E1AC,Hikvision
94E23C,Intel
94E36D,TI
94E3EE,ZTE
94E4BA,Huawei
94E686,Espressif
94E6F7,Intel
94E70B,Intel
94E7EA,Huawei
94E8C5,Arris
94E96A,Apple
94E979,Liteon
94E98C,Nokia
94E9EE,Huawei
94EA32,Apple
94EB2C,Google
94F128,HP
94F392,Fortinet
94F665,Ruckus
94F6A3,Apple
94F6D6,Apple
94F7AD,Juniper
94FB29,Zebra
94FE22,Huawei
94FEF4,Sagemcom
94FF3C,Fortinet
98006A,ZTE
9800C6,Apple
9801A7,Apple
98039B,Mellanox
9803D8,Apple
98063C,Samsung
98072D,TI
9809CF,OnePlus
980C82,Samsung
980CA5,Motorola
980D2E,HTC
980D51,Huawei
980D67,Zyxel
980D6F,Samsung
9810E8,Apple
981333,ZTE
981888,Cisco
981A35,Huawei
981DFA,Samsung
981E19,Sagemcom
98226E,Amazon
9822EF,Liteon
9828A6,Compal
9829A6,Compal
982CBC,Intel
982D68,Samsung
982FF8,Huawei
9835ED,Huawei
98398E,Samsung
983B8F,Intel
983F60,Huawei
9840BB,Dell
98415C,Nintendo
984265,Sagemcom
9843FA,Intel
9844CE,Huawei
98460A,Apple
984827,TP-Link
984874,Huawei
984914,Wistron Neweb
984B4A,Arris
984BE1,HP
984FEE,Intel
98502E,Apple
98524A,Technicolor
9852B1,Samsung
98541B,Intel
9857D3,Foxconn
985945,TI
98597A,Intel
985AEB,Apple
985DAD,TI
985FD3,Microsoft
9860CA,Apple
986610,ZTE
98698A,Apple
986B3D,Arris
986CF5,ZTE
986DC8,Toshiba
98751A,Huawei
987A10,Ericsson
987A14,Microsoft
987BF3,TI
9880EE,Samsung
98818A,Huawei
988389,Samsung
9884E3,TI
98865D,Nokia
988924,TI
988B0A,Hikvision
988B5D,Sagemcom
988D46,Intel
989096,Dell
9893CC,LG
989449,Skyworth
9897CC,TP-Link
989AB9,ZTE
989BCB,AVM
989C57,Huawei
989D5D,Technicolor
989DE5,Hikvision
989E63,Apple
98A2C0,Cisco
98A404,Ericsson
98A5F9,Apple
98AD1D,Huawei
98AF65,Intel
98B039,Nokia
98B08B,Samsung
98B3EF,Huawei
98B6E9,Nintendo
98B8BA,LG
98B8BC,Samsung
98B8E3,Apple
98C5DB,Ericsson
98CA33,Apple
98CDAC,Espressif
98D293,Google
98D6BB,Apple
98D6F7,LG
98D742,Samsung
98DAC4,TP-Link
98DD60,Apple
98DED0,TP-Link
98DF82,Hikvision
98E0D9,Apple
98E743,Dell
98E79A,Foxconn
98E7F4,HP
98E7F5,Huawei
98E8FA,Nintendo
98ED5C,Tesla
98ED7E,eero
98EECB,Wistron
98F07B,TI
98F083,Huawei
98F0AB,Apple
98F112,Hikvision
98F170,Murata
98F199,NEC
98F2B3,HP
98F428,ZTE
98F4AB,Espressif
98F537,ZTE
98F621,Xiaomi
98F781,Arris
98F7D7,Arris
98FAE3,Xiaomi
98FC11,Linksys
98FE03,Ericsson
98FE94,Apple
98FFD0,Lenovo
9C0298,Samsung
9C04EB,Apple
9C0591,Mellanox
9C0B05,eero
9C1874,Nokia
9C1C12,Aruba
9C1D36,Huawei
9C1D58,TI
9C1E95,Actiontec
9C207B,Apple
9C216A,TP-Link
9C2183,Broadcom
9C2595,Samsung
9C28B3,Apple
9C28EF,Huawei
9C28F7,Xiaomi
9C293F,Apple
9C2976,Intel
9C2A70,Foxconn
9C2A83,Samsung
9C2E7A,Samsung
9C2EA1,Xiaomi
9C2F4E,ZTE
9C2F9D,Liteon
9C305B,Foxconn
9C32CE,Canon
9C3426,Arris
9C35EB,Apple
9C37F4,Huawei
9C3AAF,Samsung
9C3DCF,Netgear
9C3E53,Apple
9C4A7B,Nokia
9C4E20,Cisco
9C4E36,Intel
9C4F5F,Google
9C4FDA,Apple
9C50D1,Murata
9C52F8,Huawei
9C5467,Nokia
9C5636,Huawei
9C57AD,Cisco
9C57BC,eero
9C583C,Apple
9C5A44,Compal
9C5A81,Xiaomi
9C5C8E,ASUSTek
9C5CF9,Sony
9C5D12,Extreme
9C5FB0,Samsung
9C611D,Panasonic
9C635B,ZTE
9C63ED,ZTE
9C648B,Apple
9C65B0,Samsung
9C69D1,Huawei
9C6C15,Microsoft
9C6F52,ZTE
9C713A,Huawei
9C7370,Huawei
9C741A,Huawei
9C746F,Huawei
9C760E,Apple
9C7613,Ring
9C7A03,Ciena
9C7BEF,HP
9C7DA3,Huawei
9C823F,Huawei
9C84BF,Apple
9C8ACB,Juniper
9C8BA0,Apple
9C8C6E,Samsung
9C8CD8,HP
9C8E99,HP
9C8E9C,Huawei
9C8ECD,Amcrest
9C924F,Apple
9C934E,Xerox
9C9567,Huawei
9C956E,Microchip
9C9726,Technicolor
9C99A0,Xiaomi
9C9C1F,Espressif
9C9E71,Huawei
9CA2F4,TP-Link
9CA513,Samsung
9CA570,eero
9CA615,TP-Link
9CA9E4,ZTE
9CAA1B,Microsoft
9CAD97,Foxconn
9CADEF,Obihai
9CAED3,Epson
9CAFCA,Cisco
9CB2B2,Huawei
9CB2E8,Huawei
9CB654,HP
9CB70D,Liteon
9CBCF0,Xiaomi
9CBFCD,Huawei
9CC172,Huawei
9CC7A6,AVM
9CC7D1,Sharp
9CC893,Juniper
9CC8FC,Arris
9CC9EB,Netgear
9CCAD9,Nokia
9CCC83,Juniper
9CD21E,Foxconn
9CD24B,ZTE
9CD35B,Samsung
9CD36D,Netgear
9CD57D,Cisco
9CD643,D-Link
9CD917,Motorola
9CDA3E,Intel
9CDC71,HP
9CE041,Nokia
9CE063,Samsung
9CE176,Cisco
9CE33F,Apple
9CE374,Huawei
9CE635,Nintendo
9CE65E,Apple
9CE6E7,Samsung
9CE91C,ZTE
9CEC61,Huawei
9CF155,Nokia
9CF387,Apple
9CF48E,Apple
9CFC01,Apple
9CFC28,Apple
9CFCE8,Intel
A002DC,Amazon
A00460,Netgear
A00798,Samsung
A0086F,Huawei
A0092E,ZTE
A00BBA,Samsung
A00F37,Cisco
A01081,Samsung
A017F1,Allwinner
A01828,Apple
A01B29,Sagemcom
A01C8D,Huawei
A01D48,HP
A020A6,Espressif
A02195,Samsung
A021B7,Netgear
A0239F,Cisco
A027B6,Samsung
A02919,Dell
A02942,Intel
A02BB8,HP
A031DB,Huawei
A03299,Lenovo
A03679,Huawei
A0369F,Intel
A036BC,ASUSTek
A039EE,Sagemcom
A039F7,LG
A03BE3,Apple
A03D6E,Cisco
A03D6F,Cisco
A0406F,Huawei
A040A0,Netgear
A04147,Huawei
A042D1,Huawei
A0445C,Huawei
A0465A,Motorola
A0481C,HP
A04A5E,Microsoft
A04E04,Nokia
A04EA7,Apple
A04ECF,Apple
A04F85,LG
A0510B,Intel
A0554F,Cisco
A055DE,Arris
A056F3,Apple
A057E3,Huawei
A05950,Intel
A05DE7,DirecTV
A06090,Samsung
A062FB,Hisense
A06391,Netgear
A0648F,Askey
A06610,Fujitsu
A0687E,Arris
A06A44,Vizio
A06C65,TI
A06FAA,LG
A070B7,Huawei
A071A9,Nokia
A0722C,Humax
A07591,Samsung
A0764E,Espressif
A07817,Apple
A08069,Intel
A0821F,Samsung
A085FC,Microsoft
A086C6,Xiaomi
A08869,Intel
A0889D,Huawei
A088B4,Intel
A089E4,Skyworth
A08CF8,Huawei
A08CFD,HP
A08D16,Huawei
A08E78,Sagemcom
A09169,LG
A091A2,OnePlus
A091C8,ZTE
A09208,Tuya
A09351,Cisco
A0999B,Apple
A09F7A,D-Link
A0A0DC,Huawei
A0A309,Apple
A0A33B,Huawei
A0A3E2,Actiontec
A0A3F0,D-Link
A0A4C5,Intel
A0A8CD,Intel
A0AB1B,D-Link
A0AC69,Samsung
A0AFBD,Intel
A0B3CC,HP
A0B439,Cisco
A0B4A5,Samsung
A0B53C,Technicolor
A0B765,Espressif
A0C562,Arris
A0C589,Intel
A0C98B,Nokia
A0C9A0,Murata
A0CBFD,Samsung
A0CC2B,Murata
A0CDF3,Murata
A0CF5B,Cisco
A0CFF5,ZTE
A0D05B,Samsung
A0D0DC,Amazon
A0D2B1,Amazon
A0D37A,Intel
A0D3C1,HP
A0D722,Samsung
A0D795,Apple
A0D7A0,Huawei
A0D7F3,Samsung
A0D807,Huawei
